sogumaHizi,sudaBeklemeSuresi,celikSertlik
45.396972356757544,17.825499417165645,358.82449425661866
113.67793511729367,19.55200320958323,638.2985549545538
111.34897010965167,2.6440360816279407,537.2504234993227
92.72516140237987,55.50001912048916,722.0664881763629
89.15507080528211,45.0997426735506,713.4089240724968
111.34455218865996,21.3263769490557,649.6255934412187
74.43879080251408,32.27792606778244,561.8102771370857
18.22409876054833,12.238688084400222,320.41766851466747
106.2590917830843,28.723223828603913,709.1483121640241
42.872418645751594,42.28044976960962,471.66835175569446
82.7628805915243,4.643201829378977,512.1325864774891
63.275252551631304,17.85662613795885,439.78928377560896
35.04318939933227,53.18167504968776,465.8481827984571
55.20671861755307,46.25028396756364,504.15727385807816
63.31801628244665,49.98624659252671,542.114757894678
9.71271296799757,23.47782026511988,323.202294565511
107.78704414313319,1.0093953086854146,524.837564110861
95.40091030696826,46.982660685758994,722.0664881763629
28.515530414104475,29.072283040531207,366.05111970710004
106.03912472819815,41.694630386109026,717.7650539287085
84.43700209562611,46.18530466164088,671.8985939397571
31.580902721832924,12.884598750918313,335.2381587686237
111.05843713163361,46.95923649957566,722.0664881763629
2.104441520341296,26.021272682189252,302.025935971936
59.69388248890054,58.65570234857159,515.7891221492036
119.26809908810888,2.489409239120004,536.1150377710196
78.04463506339502,35.51548885260316,582.5593279486897
48.75296232236715,50.55604782449364,490.3478896299419
102.68625449687715,8.968118008091663,578.3267285213872
99.78009587221493,43.373684731153936,720.0041059982342
38.51493913636925,21.165911246691923,358.1004814024869
24.15736096563341,10.086689487602667,323.13708589775416
98.44790770033188,57.00061512663159,722.0664881763629
47.4277445320751,2.2595911506029065,307.36495264591116
8.664677618636048,9.350535272502672,294.36503801294566
98.55849406897113,55.873189976598475,722.0664881763629
110.41827151364654,43.77092662916016,720.5179649867732
112.22737475860566,9.036835665430058,578.7239560330993
108.93761615852826,52.18025738661248,722.0664881763629
119.1297013918312,57.342503829259805,722.0664881763629
53.184532155347696,40.30980989438931,476.63251841501403
54.84687649245518,32.43869150992702,426.8234305934844
77.22096209638704,0.7739197150255794,471.1269137004416
46.6843899921682,54.929480410677115,486.39389248343656
14.68420692036593,22.582974726312315,332.02580474918443
100.50446182946081,40.106440243792605,715.5544067850725
52.36018667862653,18.761190171869824,368.45281914736546
